"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","HHDEBT","TOT","PC_NDI","A","2013",168.6589,
"SWE","HHDEBT","TOT","PC_NDI","A","2014",172.1901,
"SWE","HHDEBT","TOT","PC_NDI","A","2015",177.6424,
"SWE","HHDEBT","TOT","PC_NDI","A","2016",183.046,
"SWE","HHDEBT","TOT","PC_NDI","A","2017",188.05,
"SWE","HHDEBT","TOT","PC_NDI","A","2018",189.1954,
"SWE","HHDEBT","TOT","PC_NDI","A","2019",187.9964,
"CHE","HHDEBT","TOT","PC_NDI","A","2000",173.3469,
"CHE","HHDEBT","TOT","PC_NDI","A","2001",170.2871,
"CHE","HHDEBT","TOT","PC_NDI","A","2002",177.089,
"CHE","HHDEBT","TOT","PC_NDI","A","2003",186.4734,
"CHE","HHDEBT","TOT","PC_NDI","A","2004",188.9306,
"CHE","HHDEBT","TOT","PC_NDI","A","2005",192.0993,
"CHE","HHDEBT","TOT","PC_NDI","A","2006",191.7772,
"CHE","HHDEBT","TOT","PC_NDI","A","2007",187.179,
"CHE","HHDEBT","TOT","PC_NDI","A","2008",185.5231,
"CHE","HHDEBT","TOT","PC_NDI","A","2009",189.0601,
"CHE","HHDEBT","TOT","PC_NDI","A","2010",194.8931,
"CHE","HHDEBT","TOT","PC_NDI","A","2011",199.0119,
"CHE","HHDEBT","TOT","PC_NDI","A","2012",202.1139,
"CHE","HHDEBT","TOT","PC_NDI","A","2013",206.3262,
"CHE","HHDEBT","TOT","PC_NDI","A","2014",210.8794,
"CHE","HHDEBT","TOT","PC_NDI","A","2015",214.8933,
"CHE","HHDEBT","TOT","PC_NDI","A","2016",217.7693,
"CHE","HHDEBT","TOT","PC_NDI","A","2017",222.4132,
"CHE","HHDEBT","TOT","PC_NDI","A","2018",223.0261,
"GBR","HHDEBT","TOT","PC_NDI","A","2000",107.4315,
"GBR","HHDEBT","TOT","PC_NDI","A","2001",114.9903,
"GBR","HHDEBT","TOT","PC_NDI","A","2002",126.0851,
"GBR","HHDEBT","TOT","PC_NDI","A","2003",137.8336,
"GBR","HHDEBT","TOT","PC_NDI","A","2004",147.5268,
"GBR","HHDEBT","TOT","PC_NDI","A","2005",152.1431,
"GBR","HHDEBT","TOT","PC_NDI","A","2006",162.3041,
"GBR","HHDEBT","TOT","PC_NDI","A","2007",165.8046,
"GBR","HHDEBT","TOT","PC_NDI","A","2008",164.7201,
"GBR","HHDEBT","TOT","PC_NDI","A","2009",159.0804,
"GBR","HHDEBT","TOT","PC_NDI","A","2010",155.8708,
"GBR","HHDEBT","TOT","PC_NDI","A","2011",155.0538,
"GBR","HHDEBT","TOT","PC_NDI","A","2012",149.5784,
"GBR","HHDEBT","TOT","PC_NDI","A","2013",145.3755,
"GBR","HHDEBT","TOT","PC_NDI","A","2014",144.7749,
"GBR","HHDEBT","TOT","PC_NDI","A","2015",141.4561,
"GBR","HHDEBT","TOT","PC_NDI","A","2016",145.1202,
"GBR","HHDEBT","TOT","PC_NDI","A","2017",145.5385,
"GBR","HHDEBT","TOT","PC_NDI","A","2018",142.1571,
"USA","HHDEBT","TOT","PC_NDI","A","2000",104.0255,
"USA","HHDEBT","TOT","PC_NDI","A","2001",107.6555,
"USA","HHDEBT","TOT","PC_NDI","A","2002",112.7325,
"USA","HHDEBT","TOT","PC_NDI","A","2003",120.8321,
"USA","HHDEBT","TOT","PC_NDI","A","2004",127.5731,
"USA","HHDEBT","TOT","PC_NDI","A","2005",135.536,
"USA","HHDEBT","TOT","PC_NDI","A","2006",140.5767,
"USA","HHDEBT","TOT","PC_NDI","A","2007",143.6116,
"USA","HHDEBT","TOT","PC_NDI","A","2008",136.8505,
"USA","HHDEBT","TOT","PC_NDI","A","2009",135.8485,
"USA","HHDEBT","TOT","PC_NDI","A","2010",128.6973,
"USA","HHDEBT","TOT","PC_NDI","A","2011",121.4283,
"USA","HHDEBT","TOT","PC_NDI","A","2012",114.7027,
"USA","HHDEBT","TOT","PC_NDI","A","2013",116.4817,
"USA","HHDEBT","TOT","PC_NDI","A","2014",111.5192,
"USA","HHDEBT","TOT","PC_NDI","A","2015",108.3298,
"USA","HHDEBT","TOT","PC_NDI","A","2016",108.3845,
"USA","HHDEBT","TOT","PC_NDI","A","2017",107.2964,
"USA","HHDEBT","TOT","PC_NDI","A","2018",104.3897,
"CHL","HHDEBT","TOT","PC_NDI","A","2003",36.57386,
"CHL","HHDEBT","TOT","PC_NDI","A","2004",42.8156,
"CHL","HHDEBT","TOT","PC_NDI","A","2005",45.34698,
"CHL","HHDEBT","TOT","PC_NDI","A","2006",48.98272,
"CHL","HHDEBT","TOT","PC_NDI","A","2007",56.7695,
"CHL","HHDEBT","TOT","PC_NDI","A","2008",57.89437,
"CHL","HHDEBT","TOT","PC_NDI","A","2009",58.60494,
"CHL","HHDEBT","TOT","PC_NDI","A","2010",59.09672,
"CHL","HHDEBT","TOT","PC_NDI","A","2011",58.31593,
"CHL","HHDEBT","TOT","PC_NDI","A","2012",58.09122,
"CHL","HHDEBT","TOT","PC_NDI","A","2013",59.8362,
"CHL","HHDEBT","TOT","PC_NDI","A","2014",62.8066,
"CHL","HHDEBT","TOT","PC_NDI","A","2015",65.92574,
"CHL","HHDEBT","TOT","PC_NDI","A","2016",66.7355,
"CHL","HHDEBT","TOT","PC_NDI","A","2017",70.21909,
"CHL","HHDEBT","TOT","PC_NDI","A","2018",72.96001,
"EST","HHDEBT","TOT","PC_NDI","A","2000",20.17303,
"EST","HHDEBT","TOT","PC_NDI","A","2001",24.23659,
"EST","HHDEBT","TOT","PC_NDI","A","2002",33.01303,
"EST","HHDEBT","TOT","PC_NDI","A","2003",41.94959,
"EST","HHDEBT","TOT","PC_NDI","A","2004",52.42507,
"EST","HHDEBT","TOT","PC_NDI","A","2005",68.93932,
"EST","HHDEBT","TOT","PC_NDI","A","2006",89.46101,
"EST","HHDEBT","TOT","PC_NDI","A","2007",102.872,
"EST","HHDEBT","TOT","PC_NDI","A","2008",98.01507,
"EST","HHDEBT","TOT","PC_NDI","A","2009",104.7168,
"EST","HHDEBT","TOT","PC_NDI","A","2010",104.0358,
"EST","HHDEBT","TOT","PC_NDI","A","2011",93.10143,
"EST","HHDEBT","TOT","PC_NDI","A","2012",89.17227,
"EST","HHDEBT","TOT","PC_NDI","A","2013",83.06567,
"EST","HHDEBT","TOT","PC_NDI","A","2014",81.38665,
"EST","HHDEBT","TOT","PC_NDI","A","2015",80.22324,
"EST","HHDEBT","TOT","PC_NDI","A","2016",80.78812,
"EST","HHDEBT","TOT","PC_NDI","A","2017",80.68993,
"EST","HHDEBT","TOT","PC_NDI","A","2018",78.53987,
"SVN","HHDEBT","TOT","PC_NDI","A","2000",34.07442,
"SVN","HHDEBT","TOT","PC_NDI","A","2001",33.8493,
"SVN","HHDEBT","TOT","PC_NDI","A","2002",34.06376,
"SVN","HHDEBT","TOT","PC_NDI","A","2003",36.01576,
"SVN","HHDEBT","TOT","PC_NDI","A","2004",36.8505,
"SVN","HHDEBT","TOT","PC_NDI","A","2005",40.84766,
"SVN","HHDEBT","TOT","PC_NDI","A","2006",45.41596,
"SVN","HHDEBT","TOT","PC_NDI","A","2007",53.00587,
"SVN","HHDEBT","TOT","PC_NDI","A","2008",54.52403,
"SVN","HHDEBT","TOT","PC_NDI","A","2009",57.14724,
"SVN","HHDEBT","TOT","PC_NDI","A","2010",60.08191,
"SVN","HHDEBT","TOT","PC_NDI","A","2011",58.82555,
"SVN","HHDEBT","TOT","PC_NDI","A","2012",60.68124,
"SVN","HHDEBT","TOT","PC_NDI","A","2013",58.99211,
"SVN","HHDEBT","TOT","PC_NDI","A","2014",58.19139,
"SVN","HHDEBT","TOT","PC_NDI","A","2015",57.25617,
"SVN","HHDEBT","TOT","PC_NDI","A","2016",56.72981,
"SVN","HHDEBT","TOT","PC_NDI","A","2017",56.72166,
"SVN","HHDEBT","TOT","PC_NDI","A","2018",56.68334,
"CAN","HHDEBT","TOT","PC_NDI","A","2000",113.7776,
"CAN","HHDEBT","TOT","PC_NDI","A","2001",114.1395,
"CAN","HHDEBT","TOT","PC_NDI","A","2002",118.2778,
"CAN","HHDEBT","TOT","PC_NDI","A","2003",123.8027,
"CAN","HHDEBT","TOT","PC_NDI","A","2004",129.7153,
"CAN","HHDEBT","TOT","PC_NDI","A","2005",138.673,
"CAN","HHDEBT","TOT","PC_NDI","A","2006",143.1893,
"CAN","HHDEBT","TOT","PC_NDI","A","2007",151.5226,
"CAN","HHDEBT","TOT","PC_NDI","A","2008",156.5409,
"CAN","HHDEBT","TOT","PC_NDI","A","2009",163.9766,
"CAN","HHDEBT","TOT","PC_NDI","A","2010",165.8246,
"CAN","HHDEBT","TOT","PC_NDI","A","2011",168.6607,
"CAN","HHDEBT","TOT","PC_NDI","A","2012",169.0748,
"CAN","HHDEBT","TOT","PC_NDI","A","2013",169.1587,
"CAN","HHDEBT","TOT","PC_NDI","A","2014",171.2671,
"CAN","HHDEBT","TOT","PC_NDI","A","2015",173.2265,
"CAN","HHDEBT","TOT","PC_NDI","A","2016",181.5645,
"CAN","HHDEBT","TOT","PC_NDI","A","2017",181.4351,
"CAN","HHDEBT","TOT","PC_NDI","A","2018",181.7593,
"CAN","HHDEBT","TOT","PC_NDI","A","2019",181.2119,
"LVA","HHDEBT","TOT","PC_NDI","A","2000",12.23725,
"LVA","HHDEBT","TOT","PC_NDI","A","2001",13.68765,
"LVA","HHDEBT","TOT","PC_NDI","A","2002",18.46404,
"LVA","HHDEBT","TOT","PC_NDI","A","2003",24.105,
"LVA","HHDEBT","TOT","PC_NDI","A","2004",34.78461,
"LVA","HHDEBT","TOT","PC_NDI","A","2005",53.95897,
"LVA","HHDEBT","TOT","PC_NDI","A","2006",71.57597,
"LVA","HHDEBT","TOT","PC_NDI","A","2007",81.40046,
"LVA","HHDEBT","TOT","PC_NDI","A","2008",73.38007,
"LVA","HHDEBT","TOT","PC_NDI","A","2009",81.58311,
"LVA","HHDEBT","TOT","PC_NDI","A","2010",83.09759,
"LVA","HHDEBT","TOT","PC_NDI","A","2011",78.59336,
"LVA","HHDEBT","TOT","PC_NDI","A","2012",67.33416,
"LVA","HHDEBT","TOT","PC_NDI","A","2013",59.96991,
"LVA","HHDEBT","TOT","PC_NDI","A","2014",54.56536,
"LVA","HHDEBT","TOT","PC_NDI","A","2015",49.42825,
"LVA","HHDEBT","TOT","PC_NDI","A","2016",45.98334,
"LVA","HHDEBT","TOT","PC_NDI","A","2017",44.30675,
"LVA","HHDEBT","TOT","PC_NDI","A","2018",41.87944,
"BRA","HHDEBT","TOT","PC_NDI","A","2009",34.68357,
"BRA","HHDEBT","TOT","PC_NDI","A","2010",48.56451,
"BRA","HHDEBT","TOT","PC_NDI","A","2011",50.80827,
"BRA","HHDEBT","TOT","PC_NDI","A","2012",52.33956,
"BRA","HHDEBT","TOT","PC_NDI","A","2013",53.06993,
"BRA","HHDEBT","TOT","PC_NDI","A","2014",55.23122,
"BRA","HHDEBT","TOT","PC_NDI","A","2015",54.81498,
"BRA","HHDEBT","TOT","PC_NDI","A","2016",53.12086,
"BRA","HHDEBT","TOT","PC_NDI","A","2017",52.04511,
"LTU","HHDEBT","TOT","PC_NDI","A","2000",3.166489,
"LTU","HHDEBT","TOT","PC_NDI","A","2001",3.647975,
"LTU","HHDEBT","TOT","PC_NDI","A","2002",5.748313,
"LTU","HHDEBT","TOT","PC_NDI","A","2003",15.75838,
"LTU","HHDEBT","TOT","PC_NDI","A","2004",14.90243,
"LTU","HHDEBT","TOT","PC_NDI","A","2005",27.92742,
"LTU","HHDEBT","TOT","PC_NDI","A","2006",39.54473,
"LTU","HHDEBT","TOT","PC_NDI","A","2007",54.90382,
"LTU","HHDEBT","TOT","PC_NDI","A","2008",55.81561,
"LTU","HHDEBT","TOT","PC_NDI","A","2009",55.17188,
"LTU","HHDEBT","TOT","PC_NDI","A","2010",53.38402,
"LTU","HHDEBT","TOT","PC_NDI","A","2011",48.5101,
"LTU","HHDEBT","TOT","PC_NDI","A","2012",47.71872,
"LTU","HHDEBT","TOT","PC_NDI","A","2013",45.31392,
"LTU","HHDEBT","TOT","PC_NDI","A","2014",46.60007,
"LTU","HHDEBT","TOT","PC_NDI","A","2015",49.06156,
"LTU","HHDEBT","TOT","PC_NDI","A","2016",46.43592,
"LTU","HHDEBT","TOT","PC_NDI","A","2017",48.53835,
"LTU","HHDEBT","TOT","PC_NDI","A","2018",46.16422,
"RUS","HHDEBT","TOT","PC_NDI","A","2011",22.84296,
"RUS","HHDEBT","TOT","PC_NDI","A","2012",26.63504,
"RUS","HHDEBT","TOT","PC_NDI","A","2013",30.45344,
"RUS","HHDEBT","TOT","PC_NDI","A","2014",30.6166,
"RUS","HHDEBT","TOT","PC_NDI","A","2015",29.68735,
"RUS","HHDEBT","TOT","PC_NDI","A","2016",28.84127,
"RUS","HHDEBT","TOT","PC_NDI","A","2017",30.24627,
"RUS","HHDEBT","TOT","PC_NDI","A","2018",33.78273,
"NZL","HHDEBT","TOT","PC_NDI","A","2007",118.7263,
"NZL","HHDEBT","TOT","PC_NDI","A","2008",128.8271,
"NZL","HHDEBT","TOT","PC_NDI","A","2009",123.8363,
"NZL","HHDEBT","TOT","PC_NDI","A","2010",121.0386,
"NZL","HHDEBT","TOT","PC_NDI","A","2011",116.1815,
"NZL","HHDEBT","TOT","PC_NDI","A","2012",116.9588,
"NZL","HHDEBT","TOT","PC_NDI","A","2013",117.6401,
"NZL","HHDEBT","TOT","PC_NDI","A","2014",121.4804,
"NZL","HHDEBT","TOT","PC_NDI","A","2015",121.0987,
"NZL","HHDEBT","TOT","PC_NDI","A","2016",119.2733,
"NZL","HHDEBT","TOT","PC_NDI","A","2017",121.7319,
"COL","HHDEBT","TOT","PC_NDI","A","2015",43.98483,
"COL","HHDEBT","TOT","PC_NDI","A","2016",46.05379,
"COL","HHDEBT","TOT","PC_NDI","A","2017",46.401,
"COL","HHDEBT","TOT","PC_NDI","A","2018",47.16065,
